,links,movie,cert,rateoc,rateou
475,gideons-army,Gideon's Army,Not Rated,87,8.5
476,serpico,Serpico (re-release),R,87,8.5
477,maria-full-of-grace,Maria Full of Grace,R,87,2.6
478,fateless,Fateless,R,87,7.6
479,happy-as-lazzaro,Happy as Lazzaro,Not Rated,87,7.9
480,the-fog-of-war-eleven-lessons-from-the-life-of-robert-s-mcnamara,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,PG-13,87,7.5
481,uncle-boonmee-who-can-recall-his-past-lives,Uncle Boonmee Who Can Recall His Past Lives,Not Rated,87,7.1
482,brokeback-mountain,Brokeback Mountain,R,87,8.2
483,cemetery-of-splendor,Cemetery of Splendor,Not Rated,87,6.5
484,the-kid-with-a-bike,The Kid with a Bike,Not Rated,87,7.5
485,mutiny-on-the-bounty,Mutiny on the Bounty,Passed,87,8.2
486,spider-man-into-the-spider-verse,Spider-Man: Into the Spider-Verse,PG,87,8.5
487,the-wicker-man-1974,The Wicker Man,R,87,7.7
488,the-tragedy-of-macbeth,The Tragedy of Macbeth,R,87,7.0
489,love-and-friendship,Love & Friendship,Not Rated,87,6.8
490,particle-fever,Particle Fever,Not Rated,87,8.1
491,tarnation,Tarnation,Unrated,87,7.1
492,microcosmos,Microcosmos,G,87,tbd
493,murderball,Murderball,R,87,8.4
494,life-itself,Life Itself,R,87,8.3
495,the-shape-of-water,The Shape of Water,R,87,7.0
496,rewind,Rewind,Not Rated,87,6.7
497,shine,Shine,PG-13,87,8.3
498,bisbee-17,Bisbee '17,Not Rated,87,5.1
499,grizzly-man,Grizzly Man,R,87,7.2
500,adams-rib,Adam's Rib,Passed,87,8.0
501,dirty-harry,Dirty Harry,R,87,8.4
502,gregory-crewdson-brief-encounters,Gregory Crewdson: Brief Encounters,Not Rated,87,6.7
503,moneyball,Moneyball,PG-13,87,7.9
504,the-autobiography-of-nicolae-ceausescu,The Autobiography of Nicolae Ceausescu,Not Rated,87,tbd
505,all-about-my-mother,All About My Mother,R,87,8.5
506,the-english-patient,The English Patient,R,87,7.2
507,the-duke-of-burgundy,The Duke of Burgundy,Not Rated,87,7.0
508,my-golden-days,My Golden Days,Not Rated,87,6.8
509,nebraska,Nebraska,R,87,8.0
510,what-the-constitution-means-to-me,What the Constitution Means to Me,Not Rated,87,8.2
511,a-tale-of-two-cities,A Tale of Two Cities,Passed,87,tbd
512,force-majeure,Force Majeure,R,87,7.6
513,tampopo,Tampopo,Not Rated,87,8.5
514,blow-out,Blow Out,R,86,8.2
515,diane,Diane,NR,86,7.1
516,the-magician-1959,The Magician,TV-PG,86,tbd
517,the-thin-man,The Thin Man,Passed,86,7.7
518,russian-ark,Russian Ark,Not Rated,86,7.6
519,point-blank-1967,Point Blank,Approved,86,6.8
520,lincoln,Lincoln,PG-13,86,7.5
521,the-wolf-house,The Wolf House,Not Rated,86,8.2
522,an-elephant-sitting-still,An Elephant Sitting Still,Not Rated,86,8.2
523,room-2015,Room,R,86,8.3
524,the-tillman-story,The Tillman Story,R,86,7.3
525,the-wind-will-carry-us,The Wind Will Carry Us,Not Rated,86,7.6
526,the-remains-of-the-day,The Remains of the Day,PG,86,8.4
527,sex-lies-and-videotape,"sex, lies, and videotape",R,86,7.8
528,dog-day-afternoon,Dog Day Afternoon,R,86,8.6
529,to-be-or-not-to-be,To Be or Not to Be,Passed,86,7.6
530,like-water-for-chocolate,Like Water for Chocolate,R,86,7.7
531,ordinary-people,Ordinary People,R,86,6.5
532,divine-love,Divine Love,Not Rated,86,7.3
533,written-on-the-wind,Written on the Wind,TV-PG,86,tbd
534,stand-clear-of-the-closing-doors,Stand Clear of the Closing Doors,Not Rated,86,6.8
535,heavenly-creatures,Heavenly Creatures,R,86,7.9
536,dreamcatcher-2015,Dreamcatcher,Not Rated,86,6.3
537,they-were-expendable,They Were Expendable,Passed,86,tbd
538,to-die-for,To Die For,R,86,8.8
539,the-deer-hunter,The Deer Hunter,R,86,7.6
540,million-dollar-baby,Million Dollar Baby,PG-13,86,7.5
541,42-forty-two-up,42: Forty Two Up,Not Rated,86,8.7
542,the-straight-story,The Straight Story,G,86,8.3
543,last-days-in-vietnam,Last Days in Vietnam,Not Rated,86,7.8
544,krisha,Krisha,R,86,7.9
545,dawson-city-frozen-time,Dawson City: Frozen Time,Not Rated,86,6.1
546,shadows-1969,Shadows,PG,86,6.3
547,rebecca-1940,Rebecca,Approved,86,8.3
548,cameraperson,Cameraperson,Not Rated,86,7.0
549,the-inheritance-2021,The Inheritance,NR,86,4.2
550,the-babadook,The Babadook,Not Rated,86,8.4
551,little-men,Little Men,PG,86,7.7
552,the-kids-are-all-right,The Kids Are All Right,R,86,7.2
553,boys-dont-cry,Boys Don't Cry,TV-MA,86,7.6
554,dead-ringers,Dead Ringers,R,86,5.3
555,welcome-to-chechnya,Welcome to Chechnya,Not Rated,86,7.7
556,the-great-escape,The Great Escape,Approved,86,8.3
557,manakamana,Manakamana,Not Rated,86,4.9
558,mission-impossible-fallout,Mission: Impossible – Fallout,PG-13,86,8.3
559,rushmore,Rushmore,R,86,8.7
560,cave-of-forgotten-dreams,Cave of Forgotten Dreams,Not Rated,86,6.8
561,my-neighbor-totoro,My Neighbor Totoro,G,86,8.6
562,king-of-the-hill,King of the Hill,PG-13,86,8.0
563,the-red-turtle,The Red Turtle,PG,86,7.8
564,hope-and-glory,Hope and Glory,PG-13,86,8.5
565,tangerine,Tangerine,Not Rated,86,7.4
566,my-happy-family,My Happy Family,Not Rated,86,7.2
567,chasing-coral,Chasing Coral,Not Rated,86,6.8
568,how-to-survive-a-plague,How to Survive a Plague,Not Rated,86,8.1
569,loveless-2017,Loveless,Not Rated,86,8.0
570,ten,Ten,Not Rated,86,8.2
571,im-going-home,I'm Going Home,Not Rated,86,7.3
572,in-the-bedroom,In the Bedroom,TV-MA,86,7.5
573,a-fantastic-woman,A Fantastic Woman,Not Rated,86,7.0
574,barbara,Barbara,PG-13,86,7.1
575,of-gods-and-men,Of Gods and Men,R,86,6.9
576,rolling-thunder-revue-a-bob-dylan-story-by-martin-scorsese,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,TV-MA,86,8.4
577,one-cut-of-the-dead,One Cut of the Dead,Not Rated,86,8.0
578,museo,Museo,Not Rated,86,7.6
579,nobodys-fool,Nobody's Fool,R,86,8.3
580,stranger-than-paradise,Stranger Than Paradise,R,86,6.5
581,bonnie-and-clyde,Bonnie and Clyde,R,86,8.2
582,the-beaches-of-agnes,The Beaches of Agnès,Not Rated,86,7.1
583,das-boot,Das Boot,Unrated,86,7.1
584,west-side-story,West Side Story,Approved,86,7.6
585,deliver-us-from-evil,Deliver Us from Evil,Not Rated,86,7.9
586,maidan,Maidan,Not Rated,86,6.0
587,drug-war,Drug War,Not Rated,86,7.1
588,the-great-beauty,The Great Beauty,Not Rated,86,8.0
589,the-odd-couple,The Odd Couple,G,86,8.2
590,vitalina-varela,Vitalina Varela,NR,86,6.9
591,the-miracle-of-morgans-creek,The Miracle of Morgan's Creek,Passed,86,tbd
592,black-mother,Black Mother,NR,86,3.9
593,the-big-sick,The Big Sick,R,86,7.1
594,argo,Argo,R,86,7.6
595,our-daily-bread,Our Daily Bread,Not Rated,86,7.8
596,the-umbrellas-of-cherbourg,The Umbrellas of Cherbourg (re-released),Not Rated,86,8.0
597,talk-to-her,Talk to Her,R,86,8.2
598,under-the-sand,Under the Sand,Unrated,86,7.4
599,traffic,Traffic,R,86,8.8
600,the-grifters,The Grifters,R,86,8.8
601,the-master,The Master,R,86,7.3
602,the-death-of-mr-lazarescu,The Death of Mr. Lazarescu,R,86,8.1
603,the-wild-pear-tree,The Wild Pear Tree,Not Rated,86,7.9
604,nausicaa-of-the-valley-of-the-wind,Nausicaä of the Valley of the Wind,PG,86,8.5
605,aladdin,Aladdin,G,86,8.7
606,los-angeles-plays-itself,Los Angeles Plays Itself,Not Rated,86,8.3
607,this-is-england,This Is England,Unrated,86,7.8
608,wheel-of-fortune-and-fantasy,Wheel of Fortune and Fantasy,Not Rated,86,7.5
609,city-of-ghosts-2017,City of Ghosts,R,86,6.4
610,springtime-in-a-small-town,Springtime in a Small Town,PG,86,tbd
611,sweet-sixteen,Sweet Sixteen,R,86,8.1
612,the-son,The Son,Not Rated,86,8.1
613,the-player,The Player,R,86,8.1
614,ponyo,Ponyo,G,86,7.7
615,strong-island,Strong Island,Not Rated,86,5.9
616,the-interrupters,The Interrupters,R,86,6.8
617,ernest-celestine,Ernest & Célestine,PG,86,7.7
618,american-factory,American Factory,TV-14,86,7.7
619,z-1969,Z,M/PG,86,7.0
620,black-narcissus,Black Narcissus,TV-14,86,6.0
621,only-angels-have-wings,Only Angels Have Wings,Approved,86,7.3
622,baby-driver,Baby Driver,R,86,7.8
623,sabaya,Sabaya,Not Rated,86,tbd
624,beasts-of-the-southern-wild,Beasts of the Southern Wild,PG-13,86,7.5
625,let-the-fire-burn,Let the Fire Burn,Not Rated,86,7.4
626,last-train-home,Last Train Home,Not Rated,86,7.9
627,crip-camp,Crip Camp: A Disability Revolution,Not Rated,86,7.4
628,andy-warhol-a-documentary-film,Andy Warhol: A Documentary Film,Not Rated,86,8.3
629,the-lost-daughter,The Lost Daughter,R,86,6.1
630,persona,Persona,Not Rated,86,7.8
631,desire,Desire,TV-PG,86,tbd
632,the-double-life-of-veronique,The Double Life of Veronique,R,86,8.2
633,flight-of-the-red-balloon,Flight of the Red Balloon,Not Rated,86,5.7
634,fargo,Fargo,R,85,8.7
635,sabotage-1937,Sabotage,Approved,85,tbd
636,say-anything,Say Anything...,PG-13,85,8.2
637,walkabout,Walkabout,GP,85,7.7
638,before-night-falls,Before Night Falls,R,85,6.8
639,the-first-wave,The First Wave,R,85,7.2
640,judas-and-the-black-messiah,Judas and the Black Messiah,R,85,7.4
641,five-easy-pieces,Five Easy Pieces,R,85,7.9
642,from-here-to-eternity,From Here to Eternity,Approved,85,7.8
643,the-bourne-ultimatum,The Bourne Ultimatum,PG-13,85,7.6
644,raiders-of-the-lost-ark,Raiders of the Lost Ark,PG,85,8.9
645,harry-potter-and-the-deathly-hallows-part-2,Harry Potter and the Deathly Hallows: Part 2,PG-13,85,8.2
646,athlete-a,Athlete A,PG-13,85,7.0
647,tea-with-the-dames,Tea with the Dames,NR,85,7.5
648,take-shelter,Take Shelter,R,85,7.8
649,the-salesman,The Salesman,Not Rated,85,7.5
650,the-pianist,The Pianist,TV-MA,85,7.9
651,children-underground,Children Underground,Not Rated,85,7.6
652,you-can-count-on-me,You Can Count on Me,R,85,8.4
653,boogie-nights,Boogie Nights,TV-MA,85,4.2
654,city-of-life-and-death,City of Life and Death,R,85,7.9
655,west-side-story-2020,West Side Story,PG-13,85,7.2
656,song-of-the-sea,Song of the Sea,PG,85,8.3
657,amy-2015,Amy,Not Rated,85,8.3
658,the-edge-of-heaven,The Edge of Heaven,Not Rated,85,8.6
659,the-savages,The Savages,R,85,7.5
660,birds-of-passage,Birds of Passage,Not Rated,85,7.8
661,ilo-ilo,Ilo Ilo,Not Rated,85,7.7
662,first-reformed,First Reformed,Not Rated,85,7.4
663,lebanon,Lebanon,R,85,6.4
664,to-the-ends-of-the-earth,To the Ends of the Earth,Not Rated,85,7.3
665,ash-is-purest-white,Ash Is Purest White,Not Rated,85,7.1
666,the-treasure,The Treasure,Not Rated,85,7.0
667,varda-by-agncs,Varda by Agnès,Not Rated,85,7.0
668,atlantics,Atlantics,Not Rated,85,6.4
669,i-am-another-you,I Am Another You,Not Rated,85,4.5
670,night-will-fall,Night Will Fall,Not Rated,85,7.9
671,the-endurance,The Endurance,G,85,8.5
672,exit-through-the-gift-shop,Exit Through the Gift Shop,R,85,8.1
673,the-novice,The Novice,Not Rated,85,6.1
674,girlhood-2014,Girlhood,Not Rated,85,7.1
675,in-the-mood-for-love,In the Mood for Love,PG,85,7.9
676,lets-get-lost,Let's Get Lost,Not Rated,85,tbd
677,offside,Offside,PG,85,7.9
678,the-ornithologist,The Ornithologist,Unrated,85,5.9
679,el-dorado,El Dorado,TV-PG,85,6.5
680,sleeping-beauty-1959,Sleeping Beauty,Approved,85,8.0
681,mona-lisa,Mona Lisa,R,85,tbd
682,tales-of-the-grim-sleeper,Tales of the Grim Sleeper,Not Rated,85,tbd
683,easy-rider,Easy Rider,R,85,7.5
684,knocked-up,Knocked Up,R,85,6.7
685,the-quiet-man,The Quiet Man,Passed,85,tbd
686,distant-voices-still-lives,"Distant Voices, Still Lives",PG-13,85,7.7
687,turtles-can-fly,Turtles Can Fly,PG-13,85,8.7
688,the-departed,The Departed,R,85,7.0
689,april-and-the-extraordinary-world,April and the Extraordinary World,PG,85,7.5
690,festival-express,Festival Express,R,85,6.2
691,spring-summer-fall-winter-and-spring,"Spring, Summer, Fall, Winter... and Spring",R,85,8.4
692,an-education,An Education,PG-13,85,7.8
693,tinker-tailor-soldier-spy,Tinker Tailor Soldier Spy,R,85,6.6
694,harakiri,Harakiri,Not Rated,85,8.7
695,half-nelson,Half Nelson,R,85,7.8
696,vincere,Vincere,Unrated,85,7.0
697,the-fabulous-baker-boys,The Fabulous Baker Boys,R,85,8.0
698,street-fight,Street Fight,Not Rated,85,6.9
699,before-the-devil-knows-youre-dead,Before the Devil Knows You're Dead,R,85,8.3
700,unforgiven,Unforgiven,R,85,8.4
701,victim,Victim,Not Rated,85,tbd
702,what-do-we-see-when-we-look-at-the-sky,What Do We See When We Look at the Sky?,Not Rated,85,7.0
703,get-out,Get Out,R,85,7.5
704,green-knight,The Green Knight,R,85,6.3
705,love-and-diane,Love and Diane,Not Rated,85,tbd
706,about-schmidt,About Schmidt,R,85,7.6
707,domestic-violence,Domestic Violence,Not Rated,85,tbd
708,the-silence-of-the-lambs,The Silence of the Lambs,R,85,8.9
709,hero,Hero,PG-13,85,8.8
710,hale-county-this-morning-this-evening,"Hale County This Morning, This Evening",Not Rated,85,6.0
711,neil-young-heart-of-gold,Neil Young: Heart of Gold,PG,85,8.5
712,passing,Passing,PG-13,85,6.7
713,mudbound,Mudbound,R,85,6.7
714,my-life-as-a-zucchini,My Life as a Zucchini,Not Rated,85,8.3
715,in-the-same-breath,In the Same Breath,Not Rated,85,4.2
716,atlantis,Atlantis,NR,85,6.8
717,honeyland,Honeyland,Not Rated,85,8.6
718,hedwig-and-the-angry-inch,Hedwig and the Angry Inch,R,85,8.4
719,the-last-seduction,The Last Seduction,R,85,8.4
720,gods-own-country,God's Own Country,Not Rated,85,8.3
721,kaili-blues,Kaili Blues,Not Rated,85,7.3
722,the-intruder,The Intruder,Not Rated,85,4.9
723,mulholland-dr,Mulholland Dr.,R,85,7.0
724,the-wages-of-fear,The Wages of Fear (1953),Not Rated,85,8.3
725,forbidden-lie,Forbidden Lie$,Not Rated,85,8.0
726,behemoth,Behemoth,Not Rated,85,5.7
727,the-sun,The Sun,Not Rated,85,6.8
728,the-past,The Past,PG-13,85,8.3
729,cinderella-1950,Cinderella,Approved,85,7.7
730,one-child-nation,One Child Nation,R,85,6.7
731,24-hour-party-people,24 Hour Party People,TV-MA,85,8.8
732,identifying-features,Identifying Features,Not Rated,85,6.9
733,nomad-in-the-footsteps-of-bruce-chatwin,Nomad: In the Footsteps of Bruce Chatwin,Not Rated,85,tbd
734,atonement,Atonement,R,85,7.8
735,the-tree-of-life,The Tree of Life,PG-13,85,7.0
736,alexandra,Alexandra,Not Rated,85,7.3
737,naked,Naked,Unrated,85,8.4
738,the-host,The Host,R,85,6.9
739,all-is-forgiven,All Is Forgiven (2007),Not Rated,85,tbd
740,the-departure,The Departure,Not Rated,85,8.5
741,starless-dreams,Starless Dreams,Not Rated,85,tbd
742,restrepo,Restrepo,R,85,7.5
743,summer-hours,Summer Hours,Not Rated,85,7.1
744,grisbi,Grisbi (re-release),Not Rated,85,8.2
745,out-of-sight,Out of Sight,R,85,8.4
746,women-on-the-verge-of-a-nervous-breakdown,Women on the Verge of a Nervous Breakdown,R,85,8.2
747,support-the-girls,Support the Girls,Not Rated,85,6.7
748,the-iron-giant,The Iron Giant,PG,85,8.8
749,wont-you-be-my-neighbor,Won't You Be My Neighbor?,Not Rated,85,8.5
750,passing-strange,Passing Strange,Not Rated,85,7.3
751,meeks-cutoff,Meek's Cutoff,PG,85,6.2
752,three-colors-blue,Three Colors: Blue,R,85,8.8
753,the-long-day-closes,The Long Day Closes,PG,85,6.3
754,fruitvale,Fruitvale Station,R,85,7.8
755,carrie-1976,Carrie,R,85,8.1
756,the-last-days,The Last Days,PG-13,85,tbd
757,watchers-of-the-sky,Watchers of the Sky,Not Rated,85,tbd
758,since-otar-left,Since Otar Left,Unrated,85,7.7
759,the-circle,The Circle,Not Rated,85,6.1
760,sound-and-fury,Sound and Fury,Not Rated,85,7.0
761,paragraph-175,Paragraph 175,Not Rated,85,7.8
762,atlantic-city,Atlantic City,R,85,7.0
763,slumdog-millionaire,Slumdog Millionaire,R,84,7.8
764,black-is-king,Black Is King,Not Rated,84,8.7
765,holy-motors,Holy Motors,Not Rated,84,7.5
766,the-work,The Work,Not Rated,84,7.5
767,sling-blade,Sling Blade,Not Rated,84,8.4
768,the-truffle-hunters,The Truffle Hunters,Not Rated,84,7.0
769,a-christmas-tale,A Christmas Tale,Not Rated,84,6.9
770,giant-1956,Giant,TV-G,84,6.9
771,brazil,Brazil,R,84,8.7
772,in-the-shadow-of-the-moon,In the Shadow of the Moon,PG,84,7.5
773,the-big-risk,The Big Risk,Not Rated,84,7.3
774,get-on-the-bus,Get on the Bus,R,84,tbd
775,76-days,76 Days,Not Rated,84,tbd
776,children-of-men,Children of Men,R,84,8.5
777,revanche,Revanche,Not Rated,84,8.1
778,the-man-without-a-past,The Man Without a Past,PG-13,84,7.6
779,american-movie,American Movie,R,84,8.2
780,after-the-storm-2016,After the Storm,Not Rated,84,8.0
781,moonrise-kingdom,Moonrise Kingdom,PG-13,84,8.1
782,faya-dayi,Faya Dayi,NR,84,tbd
783,through-a-glass-darkly,Through a Glass Darkly,Not Rated,84,tbd
784,calle-54,Calle 54,G,84,4.0
785,cavalo-dinheiro,Horse Money,Not Rated,84,5.2
786,up-the-yangtze,Up the Yangtze,Not Rated,84,7.7
787,star-wars-episode-viii,Star Wars: Episode VIII - The Last Jedi,PG-13,84,4.1
788,high-hopes,High Hopes,PG,84,tbd
789,mcqueen,McQueen,Not Rated,84,7.7
790,in-the-heights,In the Heights,PG-13,84,6.9
791,the-black-stallion,The Black Stallion,G,84,8.4
792,booksmart,Booksmart,R,84,4.8
793,wise-blood,Wise Blood,PG,84,tbd
794,red-white-and-blue,"Small Axe: Red, White and Blue",Not Rated,84,6.7
795,the-handmaiden,The Handmaiden,Not Rated,84,8.6
796,lantana,Lantana,TV-MA,84,8.3
797,the-friends-of-eddie-coyle,The Friends of Eddie Coyle,R,84,tbd
798,seraphine,Séraphine,Unrated,84,7.7
799,oliver-twist-1951,Oliver Twist,Approved,84,tbd
800,49-up,49 Up,Not Rated,84,8.6
801,a-serious-man,A Serious Man,R,84,6.7
802,120-beats-per-minute,BPM (Beats Per Minute),Not Rated,84,8.0
803,the-joy-luck-club,The Joy Luck Club,R,84,8.1
804,broadcast-news,Broadcast News,R,84,7.7
805,withnail-i,Withnail & I,R,84,5.9
806,the-postman-always-rings-twice-1969,The Postman Always Rings Twice,Passed,84,8.4
807,american-beauty,American Beauty,R,84,8.9
808,beanpole,Beanpole,Not Rated,84,6.5
809,harmonium,Harmonium,Unrated,84,7.7
810,blade-runner,Blade Runner,R,84,8.7
811,kagemusha,Kagemusha,PG,84,6.3
812,fireworks-wednesday,Fireworks Wednesday (2006),Not Rated,84,8.3
813,heart-of-a-dog,Heart of a Dog,Not Rated,84,5.8
814,distant,Distant,Not Rated,84,8.4
815,far-from-heaven,Far From Heaven,PG-13,84,8.0
816,lagaan-once-upon-a-time-in-india,Lagaan: Once Upon a Time in India,PG,84,8.2
817,no-mans-land,No Man's Land,R,84,8.0
818,prizzis-honor,Prizzi's Honor,R,84,6.3
819,all-the-presidents-men,All the President's Men,PG,84,8.1
820,bob-dylan-dont-look-back,Bob Dylan: Dont Look Back,Not Rated,84,tbd
821,aferim!,Aferim!,Not Rated,84,7.7
822,war-witch,War Witch,Not Rated,84,7.5
823,2001-a-space-odyssey,2001: A Space Odyssey,G,84,8.2
824,toy-story-4,Toy Story 4,G,84,7.9
825,darwins-nightmare,Darwin's Nightmare,Not Rated,84,7.5
826,aliens,Aliens,R,84,9.0
827,my-winnipeg,My Winnipeg,Not Rated,84,7.1
828,on-the-record,On the Record,Not Rated,84,8.3
829,in-my-room,In My Room,NR,84,6.3
830,mystic-river,Mystic River,R,84,7.1
831,pride-and-prejudice-1940,Pride and Prejudice,Passed,84,tbd
832,oslo-august-31st,"Oslo, August 31st",Not Rated,84,7.7
833,happening,Happening,Not Rated,84,tbd
834,husbands-and-wives,Husbands and Wives,TV-MA,84,tbd
835,looper,Looper,R,84,8.3
836,graduation,Graduation,Not Rated,84,7.3
837,kubo-and-the-two-strings,Kubo and the Two Strings,PG,84,8.1
838,the-other-side-of-hope,The Other Side of Hope,Not Rated,84,6.9
839,the-vast-of-night,The Vast of Night,PG-13,84,6.6
840,mommas-man,Momma's Man,Not Rated,84,5.0
841,old-joy,Old Joy,Not Rated,84,6.1
842,kings-queen,Kings & Queen,Unrated,84,8.0
843,you-were-never-really-here,You Were Never Really Here,R,84,7.3
844,in-the-name-of-the-father,In the Name of the Father,R,84,8.2
845,ballast,Ballast,Not Rated,84,7.8
846,volver,Volver,R,84,8.4
847,the-square-2013,The Square,Not Rated,84,7.9
848,widows,Widows,R,84,6.9
849,love-after-love,Love After Love,Not Rated,84,5.7
850,cache-hidden,Caché (Hidden),R,84,6.6
851,synonyms,Synonyms,Not Rated,84,5.8
852,the-dark-knight,The Dark Knight,PG-13,84,9.0
853,a-ghost-story,A Ghost Story,Not Rated,84,7.1
854,bait-2019,Bait,Not Rated,84,tbd
855,homicide,Homicide,R,84,tbd
856,museum-hours,Museum Hours,Not Rated,84,6.8
857,evangelion-30+10-thrice-upon-a-time,Evangelion: 3.0+1.0 Thrice Upon a Time,TV-MA,84,7.6
858,on-her-shoulders,On Her Shoulders,Not Rated,84,tbd
859,the-bad-news-bears,The Bad News Bears,PG,84,8.3
860,the-insider,The Insider,R,84,8.6
861,the-descendants,The Descendants,R,84,7.7
862,first-man,First Man,PG-13,84,7.4
863,the-terminator,The Terminator,R,84,7.6
864,cat-on-a-hot-tin-roof,Cat on a Hot Tin Roof,TV-PG,84,7.6
865,snowpiercer,Snowpiercer,R,84,7.2
866,happy-go-lucky,Happy-Go-Lucky,R,84,8.0
867,lassie,Lassie,PG,84,7.1
868,shrek,Shrek,PG,84,8.8
869,california-split,California Split,R,84,tbd
870,block-party,Dave Chappelle's Block Party,R,84,7.5
871,victor-victoria,Victor Victoria,PG,84,7.5
872,our-time-machine,Our Time Machine,Not Rated,84,tbd
873,the-fallout,The Fallout,R,84,7.0
874,the-quiet-american,The Quiet American,TV-MA,84,8.7
875,the-pinochet-case,The Pinochet Case,Not Rated,84,8.1
876,the-day-i-became-a-woman,The Day I Became a Woman,Not Rated,84,6.2
877,sense-and-sensibility,Sense and Sensibility,PG,84,8.3
878,weiner,Weiner,R,84,7.3
879,stalag-17,Stalag 17,TV-PG,84,7.8
880,iraq-in-fragments,Iraq in Fragments,Not Rated,84,6.7
881,the-cove,The Cove,PG-13,84,8.2
882,rocco-and-his-brothers,Rocco and His Brothers (re-release),Approved,84,7.6
883,mutual-appreciation,Mutual Appreciation,Unrated,84,6.1
884,boys-state,Boys State,PG-13,84,7.8
885,the-waiting-room,The Waiting Room,Not Rated,84,tbd
886,stray-dogs,Stray Dogs,Not Rated,84,6.3
887,the-rescue-2021,The Rescue,PG,84,8.1
888,one-flew-over-the-cuckoos-nest,One Flew Over the Cuckoo's Nest,R,84,8.8
889,13-assassins,13 Assassins,R,84,8.0
890,dracula-pages-from-a-virgins-diary,Dracula: Pages from a Virgin's Diary,Not Rated,84,5.8
891,together-2001,Together,R,84,7.9
892,fire-of-love,Fire of Love,Not Rated,83,tbd
893,boxing-gym,Boxing Gym,Not Rated,83,tbd
